uid,n_neurons,T,dt_sec,split_idx,unique_loops,loop_switches,segments,mean_pre,mean_post,post_slope,d_peak,phase_frac_small,phase_var,cycles_per_min,median_d,mean_segment_len
2022-06-14-01,109,1600,0.601592789804031,801,2,59,60,0.23106117982386,26.6889706412791,0.102330148385444,64.064959884543,0.991447368421053,0.110557499740133,0.689090053057399,30.6605311076707,28.1428571428571
